ID;Nom;Année de sortie;Classification;Durée (min);Note;Nombre de votant;Revenus;Genre1;Genre2;Genre3
0;The Dark Knight : Le Chevalier noir;2008;Tous publics;152;9,0;2 712 245;$534.86M;Action; Crime; Drama
1;Le Seigneur des anneaux : Le Retour du roi;2003;Tous publics avec avertissement;201;9,0;1 883 515;$377.85M;Action; Adventure; Drama
2;Inception;2010;Tous publics;148;8,8;2 407 554;$292.58M;Action; Adventure; Sci-Fi
3;Le Seigneur des anneaux : La Communauté de l'anneau;2001;Tous publics;178;8,8;1 912 302;$315.54M;Action; Adventure; Drama
4;Le Seigneur des anneaux : Les Deux Tours;2002;Tous publics avec avertissement;179;8,8;1 700 210;$342.55M;Action; Adventure; Drama
5;Matrix;1999;Tous publics avec avertissement;136;8,7;1 953 794;$171.48M;Action; Sci-Fi;
6;L'Empire contre-attaque;1980;Tous publics;124;8,7;1 318 505;$290.48M;Action; Adventure; Fantasy
7;Soorarai Pottru;2020;18;153;8,7;;;Action; Drama;
8;Star Wars: Épisode IV - Un nouvel espoir;1977;Tous publics;121;8,6;1 391 036;$322.74M;Action; Adventure; Fantasy
9;Terminator 2 : Le jugement dernier;1991;12;137;8,6;1 121 010;$204.84M;Action; Sci-Fi;
10;Les 7 Samouraïs;1954;Tous publics;207;8,6;352 241;$0.27M;Action; Drama;
11;Harakiri;1962;Tous publics;133;8,6;;;Action; Drama; Mystery
12;Sita Ramam;2022;;163;8,6;;;Action; Drama; Mystery
13;Léon;1994;12;110;8,5;1 186 803;$19.50M;Action; Crime; Drama
14;Gladiator;2000;Tous publics avec avertissement;155;8,5;1 533 090;$187.71M;Action; Adventure; Drama
15;Avengers: Endgame;2019;Tous publics;181;8,4;1 175 410;$858.37M;Action; Adventure; Drama
16;Spider-Man: New Generation;2018;Tous publics;117;8,4;560 624;$190.24M;Animation; Action; Adventure
17;Avengers: Infinity War;2018;Tous publics;149;8,4;1 119 126;$678.82M;Action; Adventure; Sci-Fi
18;Old Boy;2003;16;120;8,4;594 853;$0.71M;Action; Drama; Mystery
19;Les Aventuriers de l'arche perdue;1981;Tous publics;115;8,4;984 371;$248.16M;Action; Adventure;
20;The Dark Knight Rises;2012;Tous publics;164;8,4;1 738 272;$448.14M;Action; Drama; Thriller
21;Aliens : Le Retour;1986;13;137;8,4;731 338;$85.16M;Action; Adventure; Sci-Fi
22;Kaithi;2019;18;145;8,4;;;Action; Adventure; Crime
23;Asuran;2019;;141;8,4;;;Action; Drama;
24;Les Gardiens de la Galaxie 3;2023;Tous publics;150;8,3;;;Action; Adventure; Comedy
25;Heat;1995;Tous publics avec avertissement;170;8,3;672 968;$67.44M;Action; Crime; Drama
26;Top Gun: Maverick;2022;Tous publics;130;8,3;583 034;$718.73M;Action; Drama;
27;Le Retour du Jedi;1983;Tous publics;131;8,3;1 075 490;$309.13M;Action; Adventure; Fantasy
28;Princesse Mononoké;1997;Tous publics;134;8,3;405 758;$2.38M;Animation; Action; Adventure
29;La mort aux trousses;1959;Tous publics;136;8,3;334 096;$13.28M;Action; Adventure; Mystery
30;Kantara;2022;;148;8,3;;;Action; Adventure; Drama
31;Dangal;2016;Tous publics;161;8,3;196 875;$12.39M;Action; Biography; Drama
32;K.G.F: Chapter 2;2022;13;168;8,3;139 278;$6.60M;Action; Crime; Drama
33;Vikram;2022;;175;8,3;;;Action; Crime; Thriller
34;Ratsasan;2018;;170;8,3;;;Action; Crime; Drama
35;Shershaah;2021;13;135;8,3;;;Action; Biography; Drama
36;John Wick: Chapitre 4;2023;12;169;8,2;;;Action; Crime; Thriller
37;Spider-Man: No Way Home;2021;Tous publics;148;8,2;792 747;$804.75M;Action; Adventure; Fantasy
38;1917;2019;Tous publics avec avertissement;119;8,2;618 558;$159.23M;Action; Drama; War
39;Jurassic Park;1993;Tous publics;127;8,2;1 011 906;$402.45M;Action; Adventure; Sci-Fi
40;Kill Bill: Volume I;2003;16;111;8,2;1 138 718;$70.10M;Action; Crime; Drama
41;Batman Begins;2005;Tous publics;140;8,2;1 500 330;$206.85M;Action; Crime; Drama
42;Indiana Jones et la dernière croisade;1989;Tous publics;127;8,2;769 667;$197.17M;Action; Adventure;
43;Piège de cristal;1988;Tous publics;132;8,2;900 035;$83.01M;Action; Thriller;
44;V pour vendetta;2005;Tous publics avec avertissement;132;8,2;1 139 284;$70.51M;Action; Drama; Sci-Fi
45;Warrior;2011;Tous publics;140;8,2;481 185;$13.66M;Action; Drama; Sport
46;Demon Slayer - Kimetsu no Yaiba, le film : Le Train de l'Infini;2020;Tous publics avec avertissement;117;8,2;63 822;$47.70M;Animation; Action; Adventure
47;Ran;1985;Tous publics;162;8,2;128 849;$4.14M;Action; Drama; War
48;Le garde du corps;1961;Tous publics;110;8,2;;;Action; Drama; Thriller
49;Gangs of Wasseypur;2012;Tous publics avec avertissement;321;8,2;;;Action; Comedy; Crime
50;Le Seigneur des anneaux : Le Retour du roi;2003;Tous publics avec avertissement;201;9,0;1 883 515;$377.85M;Action; Adventure; Drama
51;Inception;2010;Tous publics;148;8,8;2 407 554;$292.58M;Action; Adventure; Sci-Fi
53;Le Bon, la brute, le truand;1966;12;161;8,8;775 836;$6.10M;Adventure; Western;
54;Le Seigneur des anneaux : Les Deux Tours;2002;Tous publics avec avertissement;179;8,8;1 700 210;$342.55M;Action; Adventure; Drama
55;777 Charlie;2022;;164;8,8;;;Adventure; Comedy; Drama
56;L'Empire contre-attaque;1980;Tous publics;124;8,7;1 318 505;$290.48M;Action; Adventure; Fantasy
57;Interstellar;2014;Tous publics;169;8,6;1 903 425;$188.02M;Adventure; Drama; Sci-Fi
58;Star Wars: Épisode IV - Un nouvel espoir;1977;Tous publics;121;8,6;1 391 036;$322.74M;Action; Adventure; Fantasy
59;Le voyage de Chihiro;2001;Tous publics;125;8,6;787 478;$10.06M;Animation; Adventure; Family
60;Gladiator;2000;Tous publics avec avertissement;155;8,5;1 533 090;$187.71M;Action; Adventure; Drama
61;Retour vers le futur;1985;Tous publics;116;8,5;1 235 665;$210.61M;Adventure; Comedy; Sci-Fi
62;Le Roi Lion;1994;Tous publics;88;8,5;1 082 777;$422.78M;Animation; Adventure; Drama
63;Avengers: Endgame;2019;Tous publics;181;8,4;1 175 410;$858.37M;Action; Adventure; Drama
64;Spider-Man: New Generation;2018;Tous publics;117;8,4;560 624;$190.24M;Animation; Action; Adventure
65;Avengers: Infinity War;2018;Tous publics;149;8,4;1 119 126;$678.82M;Action; Adventure; Sci-Fi
66;Les Aventuriers de l'arche perdue;1981;Tous publics;115;8,4;984 371;$248.16M;Action; Adventure;
67;Aliens : Le Retour;1986;13;137;8,4;731 338;$85.16M;Action; Adventure; Sci-Fi
68;Coco;2017;Tous publics;105;8,4;531 894;$209.73M;Animation; Adventure; Comedy
69;WALL·E;2008;Tous publics;98;8,4;1 140 441;$223.81M;Animation; Adventure; Family
70;Kaithi;2019;18;145;8,4;;;Action; Adventure; Crime
71;Les Gardiens de la Galaxie 3;2023;Tous publics;150;8,3;;;Action; Adventure; Comedy
72;Inglourious Basterds;2009;12;153;8,3;1 488 342;$120.54M;Adventure; Drama; War
73;Le Retour du Jedi;1983;Tous publics;131;8,3;1 075 490;$309.13M;Action; Adventure; Fantasy
74;2001 : L'Odyssée de l'espace;1968;Tous publics;149;8,3;684 023;$56.95M;Adventure; Sci-Fi;
75;Toy Story;1995;Tous publics;81;8,3;1 015 842;$191.80M;Animation; Adventure; Comedy
76;Là-haut;2009;Tous publics;96;8,3;1 067 109;$293.00M;Animation; Adventure; Comedy
77;Lawrence d'Arabie;1962;Tous publics;218;8,3;300 580;$44.82M;Adventure; Biography; Drama
78;Princesse Mononoké;1997;Tous publics;134;8,3;405 758;$2.38M;Animation; Action; Adventure
79;Toy Story 3;2010;Tous publics;103;8,3;853 369;$415.00M;Animation; Adventure; Comedy
80;La mort aux trousses;1959;Tous publics;136;8,3;334 096;$13.28M;Action; Adventure; Mystery
81;Kantara;2022;;148;8,3;;;Action; Adventure; Drama
82;Spider-Man: No Way Home;2021;Tous publics;148;8,2;792 747;$804.75M;Action; Adventure; Fantasy
83;Jurassic Park;1993;Tous publics;127;8,2;1 011 906;$402.45M;Action; Adventure; Sci-Fi
84;Le château ambulant;2004;Tous publics;119;8,2;410 497;$4.71M;Animation; Adventure; Family
85;Le Monde de Nemo;2003;Tous publics;100;8,2;1 064 492;$380.84M;Animation; Adventure; Comedy
86;Indiana Jones et la dernière croisade;1989;Tous publics;127;8,2;769 667;$197.17M;Action; Adventure;
87;Monty Python : Sacré Graal !;1975;Tous publics;91;8,2;551 022;$1.23M;Adventure; Comedy; Fantasy
88;Demon Slayer - Kimetsu no Yaiba, le film : Le Train de l'Infini;2020;Tous publics avec avertissement;117;8,2;63 822;$47.70M;Animation; Action; Adventure
89;Le Trésor de la Sierra Madre;1948;Tous publics;126;8,2;127 733;$5.01M;Adventure; Drama; Western
90;La Grande Évasion;1963;Tous publics;172;8,2;249 148;$12.10M;Adventure; Drama; History
91;La légende de Klaus;2019;7;96;8,2;;;Animation; Adventure; Comedy
92;Le salaire de la peur;1953;Tous publics;156;8,2;;;Adventure; Drama; Thriller
93;Dersou Ouzala;1975;Tous publics;142;8,2;;;Adventure; Biography; Drama
94;The Grand Budapest hotel;2014;Tous publics;99;8,1;836 342;$59.10M;Adventure; Comedy; Crime
95;Mad Max: Fury Road;2015;Tous publics avec avertissement;120;8,1;1 027 808;$154.06M;Action; Adventure; Sci-Fi
96;Pirates des Caraïbes : La malédiction du Black Pearl;2003;Tous publics;143;8,1;1 151 364;$305.41M;Action; Adventure; Fantasy
97;Les Dents de la mer;1975;13;124;8,1;622 341;$260.00M;Adventure; Mystery; Thriller
98;Stand by Me : Compte sur moi;1986;Tous publics;89;8,1;416 460;$52.29M;Adventure; Drama;
99;Ratatouille;2007;Tous publics;111;8,1;763 898;$206.45M;Animation; Adventure; Comedy
100;Le voyage de Chihiro;2001;Tous publics;125;8,6;787 478;$10.06M;Animation; Adventure; Family
101;Le Roi Lion;1994;Tous publics;88;8,5;1 082 777;$422.78M;Animation; Adventure; Drama
102;Le tombeau des lucioles;1988;Tous publics;89;8,5;;;Animation; Drama; War
103;Spider-Man: New Generation;2018;Tous publics;117;8,4;560 624;$190.24M;Animation; Action; Adventure
104;Your Name.;2016;Tous publics;106;8,4;285 185;$5.02M;Animation; Drama; Fantasy
105;Coco;2017;Tous publics;105;8,4;531 894;$209.73M;Animation; Adventure; Comedy
106;WALL·E;2008;Tous publics;98;8,4;1 140 441;$223.81M;Animation; Adventure; Family
107;Toy Story;1995;Tous publics;81;8,3;1 015 842;$191.80M;Animation; Adventure; Comedy
108;Là-haut;2009;Tous publics;96;8,3;1 067 109;$293.00M;Animation; Adventure; Comedy
109;Princesse Mononoké;1997;Tous publics;134;8,3;405 758;$2.38M;Animation; Action; Adventure
110;Toy Story 3;2010;Tous publics;103;8,3;853 369;$415.00M;Animation; Adventure; Comedy
111;Le château ambulant;2004;Tous publics;119;8,2;410 497;$4.71M;Animation; Adventure; Family
112;Le Monde de Nemo;2003;Tous publics;100;8,2;1 064 492;$380.84M;Animation; Adventure; Comedy
113;Demon Slayer - Kimetsu no Yaiba, le film : Le Train de l'Infini;2020;Tous publics avec avertissement;117;8,2;63 822;$47.70M;Animation; Action; Adventure
114;La légende de Klaus;2019;7;96;8,2;;;Animation; Adventure; Comedy
115;Ratatouille;2007;Tous publics;111;8,1;763 898;$206.45M;Animation; Adventure; Comedy
116;Vice-versa;2015;Tous publics;95;8,1;734 398;$356.46M;Animation; Adventure; Comedy
117;Monstres & Cie;2001;Tous publics;92;8,1;930 114;$289.92M;Animation; Adventure; Comedy
118;Dragons;2010;Tous publics;98;8,1;759 575;$217.58M;Animation; Action; Adventure
119;Mon voisin Totoro;1988;Tous publics;86;8,1;351 604;$1.11M;Animation; Comedy; Family
120;Le géant de fer;1999;Tous publics;86;8,1;208 262;$23.16M;Animation; Action; Adventure
121;Silent Voice;2016;Tous publics avec avertissement;130;8,1;;;Animation; Drama;
122;Neon Genesis Evangelion: The End of Evangelion;1997;12;87;8,1;;;Animation; Action; Drama
123;Mary et Max.;2009;Tous publics;92;8,1;;;Animation; Comedy; Drama
124;Les enfants loups, Ame & Yuki;2012;Tous publics;117;8,1;;;Animation; Drama; Family
125;Les Indestructibles;2004;Tous publics;115;8,0;759 433;$261.44M;Animation; Action; Adventure
126;Zootopie;2016;Tous publics;108;8,0;515 017;$341.27M;Animation; Adventure; Comedy
127;Aladdin;1992;Tous publics;90;8,0;435 318;$217.35M;Animation; Adventure; Comedy
128;Soul;2020;6;100;8,0;;;Animation; Adventure; Comedy
129;Perfect Blue;1997;12;81;8,0;83 324;$0.78M;Animation; Crime; Drama
130;La Belle et la Bête;1991;Tous publics;84;8,0;463 590;$218.97M;Animation; Family; Fantasy
131;Akira;1988;12;124;8,0;193 128;$0.55M;Animation; Action; Drama
132;Le peuple loup;2020;Tous publics;103;8,0;;;Animation; Action; Adventure
133;Le Château dans le ciel;1986;Tous publics;125;8,0;;;Animation; Adventure; Family
134;Nausicaä de la vallée du vent;1984;Tous publics;117;8,0;173 730;$0.50M;Animation; Adventure; Sci-Fi
135;Le chant de la mer;2014;Tous publics;93;8,0;60 474;$0.86M;Animation; Adventure; Drama
136;Le conte de la princesse Kaguya;2013;Tous publics;137;8,0;49 525;$1.51M;Animation; Drama; Family
137;Persepolis;2007;Tous publics;96;8,0;96 987;$4.45M;Animation; Biography; Drama
138;Le Chat potté 2 : La Dernière Quête;2022;Tous publics;102;7,9;126 780;$168.46M;Animation; Adventure; Comedy
139;Fantastic Mr. Fox;2009;Tous publics;87;7,9;244 378;$21.00M;Animation; Adventure; Comedy
140;Shrek;2001;Tous publics;90;7,9;698 217;$267.67M;Animation; Adventure; Comedy
141;Toy Story 2;1999;Tous publics;92;7,9;594 433;$245.85M;Animation; Adventure; Comedy
142;Ghost in the Shell;1995;Tous publics;83;7,9;148 066;$0.52M;Animation; Action; Crime
143;L'étrange Noël de monsieur Jack;1993;Tous publics;76;7,9;351 048;$75.08M;Animation; Family; Fantasy
144;Si tu tends l'oreille;1995;Tous publics;111;7,9;;;Animation; Drama; Family
145;Les Nouveaux Héros;2014;Tous publics;102;7,8;475 395;$222.53M;Animation; Action; Adventure
146;L'Île aux chiens;2018;Tous publics;101;7,8;176 906;$32.02M;Animation; Adventure; Comedy
147;Dragons 2;2014;Tous publics;102;7,8;346 801;$177.00M;Animation; Action; Adventure
148;Kiki la petite sorcière;1989;Tous publics;103;7,8;;;Animation; Family; Fantasy
149;La passion Van Gogh;2017;Tous publics;94;7,8;60 259;$6.74M;Animation; Drama; Mystery
150;La liste de Schindler;1993;Tous publics;195;9,0;1 382 532;$96.90M;Biography; Drama; History
151;Rocketry: The Nambi Effect;2022;;157;8,8;;;Biography; Drama;
152;Les affranchis;1990;16;145;8,7;1 188 870;$46.84M;Biography; Crime; Drama
153;Le pianiste;2002;Tous publics;150;8,5;853 992;$32.57M;Biography; Drama; Music
154;Intouchables;2011;Tous publics;112;8,5;879 758;$13.18M;Biography; Comedy; Drama
155;Braveheart;1995;Tous publics;178;8,4;1 054 244;$75.60M;Biography; Drama; History
156;Amadeus;1984;Tous publics;160;8,4;409 107;$51.97M;Biography; Drama; Music
157;Sardar Udham;2021;16;164;8,4;;;Biography; Crime; Drama
158;Hamilton;2020;12;160;8,3;;;Biography; Drama; History
159;Lawrence d'Arabie;1962;Tous publics;218;8,3;300 580;$44.82M;Adventure; Biography; Drama
160;Dangal;2016;Tous publics;161;8,3;196 875;$12.39M;Action; Biography; Drama
161;Ayla;2017;;125;8,3;;;Biography; Drama; History
162;Shershaah;2021;13;135;8,3;;;Action; Biography; Drama
163;Le loup de Wall Street;2013;12;180;8,2;1 458 625;$116.90M;Biography; Comedy; Crime
164;Un homme d'exception;2001;Tous publics;135;8,2;948 877;$170.74M;Biography; Drama;
165;Green Book: Sur les routes du sud;2018;Tous publics;130;8,2;517 122;$85.08M;Biography; Comedy; Drama
166;La chute;2004;Tous publics avec avertissement;156;8,2;361 879;$5.51M;Biography; Drama; History
167;Elephant Man;1980;Tous publics;124;8,2;;;Biography; Drama;
168;La passion de Jeanne d'Arc;1928;Not Rated;110;8,2;57 157;$0.02M;Biography; Drama; History
169;Dersou Ouzala;1975;Tous publics;142;8,2;;;Adventure; Biography; Drama
170;Bhaag Milkha Bhaag;2013;;186;8,2;69 701;$1.63M;Biography; Drama; Sport
171;Paan Singh Tomar;2012;;135;8,2;37 009;$0.04M;Action; Biography; Crime
172;Tu ne tueras point;2016;12;139;8,1;547 817;$67.21M;Biography; Drama; History
173;Le Mans '66;2019;Tous publics;152;8,1;416 288;$117.62M;Action; Biography; Drama
174;Arrête-moi si tu peux;2002;Tous publics;141;8,1;1 018 113;$164.62M;Biography; Crime; Drama
175;Spotlight;2015;Tous publics;129;8,1;481 353;$45.06M;Biography; Crime; Drama
176;Into the Wild;2007;Tous publics;148;8,1;634 219;$18.35M;Adventure; Biography; Drama
177;Procès de singe;1960;Tous publics;128;8,1;;;Biography; Drama; History
178;Rush;2013;Tous publics;123;8,1;490 232;$26.95M;Action; Biography; Drama
179;La mélodie du bonheur;1965;Tous publics;172;8,1;244 080;$163.21M;Biography; Drama; Family
180;Raging Bull;1980;12;129;8,1;362 456;$23.38M;Biography; Drama; Sport
181;12 Years a Slave;2013;Tous publics avec avertissement;134;8,1;714 700;$56.67M;Biography; Drama; History
182;Hatchi;2009;Tous publics;93;8,1;;;Biography; Drama; Family
183;Hôtel Rwanda;2004;Tous publics;121;8,1;361 493;$23.53M;Biography; Drama; History
184;Au nom du père;1993;Tous publics;133;8,1;179 590;$25.01M;Biography; Crime; Drama
185;Le message;1976;Tous publics;177;8,1;;;Biography; Drama; History
186;Andreï Roublev;1966;;205;8,1;55 133;$0.10M;Biography; Drama; History
187;Major;2022;;150;8,1;;;Action; Biography; Drama
188;Le discours d'un roi;2010;Tous publics;118;8,0;691 149;$138.80M;Biography; Drama; History
189;Imitation Game;2014;Tous publics;114;8,0;787 693;$91.13M;Biography; Drama; Thriller
190;À la recherche du bonheur;2006;Tous publics;117;8,0;529 526;$163.57M;Biography; Drama;
191;Un après-midi de chien;1975;Tous publics;125;8,0;263 355;$50.00M;Biography; Crime; Drama
192;Lion;2016;Tous publics;118;8,0;242 319;$51.74M;Biography; Drama;
193;Butch Cassidy et le Kid;1969;Tous publics;110;8,0;220 501;$102.31M;Biography; Crime; Drama
194;Papillon;1973;Tous publics;151;8,0;133 961;$53.27M;Biography; Crime; Drama
